dataset,column,row_index,value,is_outlier,severity,iqr_outlier,robust_z_outlier,criteria_count,q1,q3,iqr,iqr_lower_fence,iqr_upper_fence,distance_beyond_iqr_fence,distance_in_iqr_units,robust_z
tips,document_total,398,351.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,48.5,0.532967032967033,3.9185238095238097
tips,document_total,407,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,428,420.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,117.5,1.2912087912087913,5.026630952380952
tips,document_total,429,360.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,57.5,0.6318681318681318,4.063059523809524
tips,document_total,460,600.1,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,297.6,3.2703296703296707,7.918951190476191
tips,document_total,465,790.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,487.5,5.357142857142857,10.968654761904762
tips,document_total,470,370.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,67.5,0.7417582417582418,4.223654761904761
tips,document_total,472,318.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,15.5,0.17032967032967034,3.388559523809524
tips,document_total,502,891.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,588.5,6.467032967032967,12.590666666666667
tips,document_total,504,1435.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,1132.5,12.445054945054945,21.32704761904762
tips,document_total,537,600.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,297.5,3.269230769230769,7.917345238095239
tips,document_total,542,945.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,642.5,7.06043956043956,13.457880952380952
tips,document_total,557,540.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,237.5,2.60989010989011,6.953773809523809
tips,document_total,575,330.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,27.5,0.3021978021978022,3.5812738095238097
tips,document_total,591,306.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,3.5,0.038461538461538464,3.1958452380952385
tips,document_total,625,560.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,257.5,2.82967032967033,7.274964285714286
tips,document_total,705,575.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,272.5,2.9945054945054945,7.515857142857143
tips,document_total,707,360.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,57.5,0.6318681318681318,4.063059523809524
tips,document_total,719,350.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,47.5,0.521978021978022,3.9024642857142857
tips,document_total,720,495.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,192.5,2.1153846153846154,6.2310952380952385
tips,document_total,725,320.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,17.5,0.19230769230769232,3.4206785714285712
tips,document_total,735,399.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,96.5,1.0604395604395604,4.689380952380953
tips,document_total,760,375.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,72.5,0.7967032967032966,4.3039523809523805
tips,document_total,788,520.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,217.5,2.39010989010989,6.632583333333333
tips,document_total,878,409.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,106.5,1.1703296703296704,4.84997619047619
tips,document_total,932,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,933,444.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,141.5,1.554945054945055,5.412059523809524
tips,document_total,944,308.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,5.5,0.06043956043956044,3.2279642857142856
tips,document_total,950,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,975,320.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,17.5,0.19230769230769232,3.4206785714285712
tips,document_total,985,350.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,47.5,0.521978021978022,3.9024642857142857
tips,document_total,994,400.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,97.5,1.0714285714285714,4.705440476190477
tips,document_total,1003,400.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,97.5,1.0714285714285714,4.705440476190477
tips,document_total,1011,340.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,37.5,0.41208791208791207,3.7418690476190477
tips,document_total,1072,315.0,True,candidate,True,False,1,75.0,166.0,91.0,-61.5,302.5,12.5,0.13736263736263737,3.340380952380952
tips,document_total,1081,380.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,77.5,0.8516483516483516,4.38425
tips,document_total,1084,348.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,45.5,0.5,3.8703452380952377
tips,document_total,1152,1344.0,True,strong,True,True,2,75.0,166.0,91.0,-61.5,302.5,1041.5,11.445054945054945,19.86563095238095
